,Unnamed: 0,id,name,price,effect,usage,picture,type,sale,number
4095,2099,4096,西咪替丁片,￥0,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 1    治疗十二指肠溃疡或病理性高分泌状态，一次0.2～0.4g，一日4次，餐后及睡前服，或一次0.8g，睡前1次服；2    预防溃疡复发，一次0.4g，睡前服；3    肾功能不全患者用量减为一次0.2g，12小时1次；4    老年患者用量酌减；5    小儿：口服，一次按体重5～10mg/Kg，一日2～4次。,http://img.99.com.cn/99/drug/1413385435.jpg,肠胃用药,63,189
4096,2100,4097,铝碳酸镁咀嚼片,￥36,功效：用于缓解胃酸过多引起的胃灼热（烧心）和慢性胃炎。,用法用量： 成人一次１－２片，一日３次。餐后１小时咀嚼后服用。,http://img.99.com.cn/99/drug/0515455175.jpg,肠胃用药,18,297
4097,2103,4098,复方颠茄铋镁片,￥0,功效：用于慢性胃炎及胃酸过多引起的胃痛、胃灼热（烧心）、反酸。,用法用量： 口服。成人，一次3～5片，一日3次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,92,168
4098,2105,4099,维U颠茄铝胶囊Ⅲ,￥6.65,功效：用于胃，十二指肠溃疡，慢性胃炎、胃酸过多、胃痉挛。,用法用量： 口服。一次1粒，一日3次。,http://img.99.com.cn/99/drug/1810442796.jpg,肠胃用药,69,120
4099,2107,4100,西咪替丁片,￥4,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 1    治疗十二指肠溃疡或病理性高分泌状态，一次0.2～0.4g，一日4次，餐后及睡前服，或一次0.8g，睡前1次服；2    预防溃疡复发，一次0.4g，睡前服；3    肾功能不全患者用量减为一次0.2g，12小时1次；4    老年患者用量酌减；5    小儿：口服，一次按体重5～10mg/Kg，一日2～4次。,http://img.99.com.cn/99/drug/1413365891.jpg,肠胃用药,45,146
4100,2108,4101,铝镁颠茄片,￥13,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸，也可用于慢性胃炎。,用法用量： 口服。成人，每次2～4片，一日3次。饭前半小时或胃痛发作时服用。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,85,268
4101,2110,4102,维U颠茄铝胶囊Ⅱ,￥19.8,功效：用于胃，十二指肠溃疡，慢性胃炎、胃酸过多、胃痉挛。,用法用量： 口服。一次1粒，一日3次。,http://img.99.com.cn/99/drug/1810472717.jpg,肠胃用药,34,263
4102,2113,4103,碳酸氢钠片,￥9.8,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服。一次1～2片，每日3次。,http://img.99.com.cn/99/drug/2814273169.jpg,肠胃用药,57,221
4103,2114,4104,法莫替丁胶囊,￥0,功效：用于缓解胃酸过多所致的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服。成人一次1粒，一日2次。24小时内不超过2粒。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,97,102
4104,2116,4105,铝镁颠茄片,￥0,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸，也可用于慢性胃炎。,用法用量： 口服。成人，每次2～4片，一日3次。饭前半小时或胃痛发作时服用。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,91,67
4105,2117,4106,复方雷尼替丁片,￥0,功效：用于慢性胃炎及缓解胃酸过多引起的胃痛，胃烧灼感及反酸。,用法用量： 口服，成人一次1片，一日2次。,http://img.99.com.cn/99/drug/2013553834.jpg,肠胃用药,51,442
4106,2118,4107,碳酸钙甘氨酸胶囊,￥0,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服。一次2-4粒，一日3-4次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,23,398
4107,2124,4108,维U颠茄铝胶囊,￥0,功效：用于胃溃疡、十二指肠溃疡、各类慢性胃炎（浅表、萎缩性、糜烂性等）、胃酸过多、胃痉挛等。,用法用量： 口服。成人一次1粒，一日3次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,44,316
4108,2125,4109,维U颠茄铝镁片,￥0,功效：用于缓解胃肠痉挛性疼痛，以及缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸，也可用于慢性胃炎。,用法用量： 口服。成人，一次1～2片，一日3次，饭后服用。,http://img.99.com.cn/99/drug/1213555661.jpg,肠胃用药,42,412
4109,2130,4110,枸橼酸铋钾颗粒,￥0,功效：用于慢性胃炎及缓解胃酸过多引起的胃痛、胃灼热感（烧心）和反酸。,用法用量： 口服，用30~50毫升温水冲服。成人一次1袋，一日4次，前3次于三餐前半小时，第4次于晚餐后2小时服用；或一日2次，早晚各服2包。,http://img.99.com.cn/99/drug/3010143428.jpg,肠胃用药,76,27
4110,2135,4111,维U颠茄铝胶囊,￥0,功效：用于胃溃疡、十二指肠溃疡、各类慢性胃炎（浅表、萎缩性、糜烂性等）、胃酸过多、胃痉挛等。,用法用量： 口服。成人一次1粒，一日3次。,http://img.99.com.cn/99/drug/1810483789.jpg,肠胃用药,45,15
4111,2139,4112,复方氢氧化铝片,￥2.5,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸，也可用于慢性胃炎。,用法用量： 口服。成人一次2-4片，一日3次。饭前半小时或胃痛发作时嚼碎后服。,http://img.99.com.cn/99/drug/0714333687.jpg,肠胃用药,24,46
4112,2144,4113,维U颠茄铝胶囊Ⅱ,￥15,功效：用于胃，十二指肠溃疡，慢性胃炎、胃酸过多、胃痉挛。,用法用量： 口服。一次1粒，一日3次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,7,179
4113,2145,4114,法莫替丁片,￥2.2,功效：用于缓解胃酸过多所致的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服。成人一次1片，一日2次。24小时内不超过2片。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,63,132
4114,2146,4115,枸橼酸铋钾口服溶液,￥0,功效：用于慢性胃炎及缓解胃酸过多引起的胃痛、胃灼热感（烧心）和反酸。,用法用量： 口服。一次1支（5ml）用温开水稀释3倍后服用，一日3次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,5,302
4115,2148,4116,复方延胡索氢氧化铝片,￥0,功效：用于慢性胃炎及缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服，一次4～5片，一日3次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,6,288
4116,2152,4117,复方雷尼替丁片,￥0,功效：用于慢性胃炎及缓解胃酸过多引起的胃痛，胃烧灼感及反酸。,用法用量： 口服，成人一次1片，一日2次。,http://img.99.com.cn/99/drug/2013534933.jpg,肠胃用药,17,323
4117,2154,4118,西咪替丁片,￥0,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 1    治疗十二指肠溃疡或病理性高分泌状态，一次0.2～0.4g，一日4次，餐后及睡前服，或一次0.8g，睡前1次服；2    预防溃疡复发，一次0.4g，睡前服；3    肾功能不全患者用量减为一次0.2g，12小时1次；4    老年患者用量酌减；5    小儿：口服，一次按体重5～10mg/Kg，一日2～4次。,http://img.99.com.cn/99/drug/1413440662.jpg,肠胃用药,52,184
4118,2156,4119,复方溴丙胺太林铝镁片,￥0,功效：用于慢性胃炎及缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服。一次2～4片，一日3次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,29,246
4119,2159,4120,铝碳酸镁咀嚼片,￥21.8,功效：用于缓解胃酸过多引起的胃灼热（烧心）和慢性胃炎。,用法用量： 成人一次１－２片，一日３次。餐后１小时咀嚼后服用。,http://img.99.com.cn/99/drug/0515414987.jpg,肠胃用药,58,280
4120,2160,4121,西咪替丁咀嚼片,￥0,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服。咀嚼后咽下，成人一次1片，一日2次。24小时内不超过4次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,53,184
4121,2162,4122,维U颠茄铝胶囊Ⅲ,￥0,功效：用于胃，十二指肠溃疡，慢性胃炎、胃酸过多、胃痉挛。,用法用量： 口服。一次1粒，一日3次。,http://img.99.com.cn/99/drug/181051462.jpg,肠胃用药,39,428
4122,2163,4123,维U颠茄铝胶囊Ⅰ,￥13.5,功效：用于胃，十二指肠溃疡、慢性胃炎、胃酸过多、胃痉挛。,用法用量： 口服。一次1粒，一日3次。,http://img.99.com.cn/99/drug/1810475713.jpg,肠胃用药,39,65
4123,2169,4124,复方氢氧化铝片,￥0,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸，也可用于慢性胃炎。,用法用量： 口服。成人一次2-4片，一日3次。饭前半小时或胃痛发作时嚼碎后服。,http://img.99.com.cn/99/drug/0714361053.jpg,肠胃用药,83,113
4124,2177,4125,胶体果胶铋胶囊,￥0,功效：用于慢性胃炎。,用法用量： 口服，成人一次３粒，一日４次，餐前半小时与睡前服用。,http://img.99.com.cn/99/drug/0615000185.jpg,肠胃用药,37,91
4125,2188,4126,维U颠茄铝镁片,￥0,功效：用于缓解胃肠痉挛性疼痛，以及缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸，也可用于慢性胃炎。,用法用量： 口服。成人，一次1～2片，一日3次，饭后服用。,http://img.99.com.cn/99/drug/121353426.jpg,肠胃用药,64,304
4126,2192,4127,枸橼酸铋钾颗粒,￥0,功效：用于慢性胃炎及缓解胃酸过多引起的胃痛、胃灼热感（烧心）和反酸。,用法用量： 口服，用30~50毫升温水冲服。成人一次1袋，一日4次，前3次于三餐前半小时，第4次于晚餐后2小时服用；或一日2次，早晚各服2包。,http://img.99.com.cn/99/drug/3010113773.jpg,肠胃用药,58,266
4127,2197,4128,碳酸氢钠片,￥0,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服。一次1～2片，每日3次。,http://img.99.com.cn/99/drug/2814385097.jpg,肠胃用药,3,245
4128,2198,4129,维U颠茄铝镁胶囊,￥0,功效：用于胃、十二指肠溃疡、慢性胃炎所致的胃酸过多、胃痛。,用法用量： 口服。一次1-2粒，一日3次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,37,268
4129,2200,4130,西咪替丁片,￥0,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 1    治疗十二指肠溃疡或病理性高分泌状态，一次0.2～0.4g，一日4次，餐后及睡前服，或一次0.8g，睡前1次服；2    预防溃疡复发，一次0.4g，睡前服；3    肾功能不全患者用量减为一次0.2g，12小时1次；4    老年患者用量酌减；5    小儿：口服，一次按体重5～10mg/Kg，一日2～4次。,http://img.99.com.cn/99/drug/141354389.jpg,肠胃用药,43,170
4130,2201,4131,维U颠茄铝镁片,￥9.05,功效：用于缓解胃肠痉挛性疼痛，以及缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸，也可用于慢性胃炎。,用法用量： 口服。成人，一次1～2片，一日3次，饭后服用。,http://img.99.com.cn/99/drug/0421151157.jpg,肠胃用药,51,0
4131,2204,4132,猴头菌片,￥3.8,功效：养胃和中。用于慢性浅表性胃炎引起的胃痛。,用法用量： 口服。一次3～4片，一日3次。,http://img.99.com.cn/99/drug/0419041554.jpg,肠胃用药,48,37
4132,2206,4133,法莫替丁颗粒,￥0,功效：用于缓解胃酸过多所致的胃痛、胃灼热 (烧心)。,用法用量： 温开水冲服。成人一次1包，一日2次。24小时内不超过2包。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,41,460
4133,2209,4134,西咪替丁片,￥0,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 1    治疗十二指肠溃疡或病理性高分泌状态，一次0.2～0.4g，一日4次，餐后及睡前服，或一次0.8g，睡前1次服；2    预防溃疡复发，一次0.4g，睡前服；3    肾功能不全患者用量减为一次0.2g，12小时1次；4    老年患者用量酌减；5    小儿：口服，一次按体重5～10mg/Kg，一日2～4次。,http://img.99.com.cn/99/drug/1413452422.jpg,肠胃用药,84,469
4134,2214,4135,复方颠茄铋镁片,￥0,功效：用于慢性胃炎及胃酸过多引起的胃痛、胃灼热（烧心）、反酸。,用法用量： 口服。成人，一次3～5片，一日3次。,http://img.99.com.cn/99/drug/1113583121.jpg,肠胃用药,8,239
4135,2215,4136,胶体果胶铋胶囊,￥12,功效：用于慢性胃炎。,用法用量： 口服，成人一次３粒，一日４次，餐前半小时与睡前服用。,http://img.99.com.cn/99/drug/0614583855.jpg,肠胃用药,90,456
4136,2221,4137,复方雷尼替丁片,￥0,功效：用于慢性胃炎及缓解胃酸过多引起的胃痛，胃烧灼感及反酸。,用法用量： 口服，成人一次1片，一日2次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,33,396
4137,2222,4138,胶体果胶铋胶囊,￥6.52,功效：用于慢性胃炎。,用法用量： 口服，成人一次３粒，一日４次，餐前半小时与睡前服用。,http://img.99.com.cn/99/drug/0614280794.jpg,肠胃用药,31,32
4138,2224,4139,胶体果胶铋胶囊,￥0,功效：用于慢性胃炎。,用法用量： 口服，成人一次３粒，一日４次，餐前半小时与睡前服用。,http://img.99.com.cn/99/drug/0614390546.jpg,肠胃用药,23,130
4139,2226,4140,维U颠茄铝镁片Ⅱ,￥0,功效：适用于胃及十二指肠溃疡。,用法用量： 口服每次1—2片，每日3次，饭后服。,http://img.99.com.cn/99/drug/1111125023.jpg,肠胃用药,65,266
4140,2229,4141,复方尿囊素片,￥24.67,功效：用于缓解胃酸过多所致的胃痛、胃灼热（烧心）、慢性胃炎。,用法用量： 口服。成人，一次2～3片，一日3次。饭后2～3小时服用。,http://img.99.com.cn/99/drug/2110020768.jpg,肠胃用药,76,221
4141,2230,4142,复方维生素U胶囊,￥17.5,功效：用于慢性胃炎及缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服，一次4粒，一日4次，饭后服。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,25,174
4142,2238,4143,碳酸氢钠片,￥2.5,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服。一次1～2片，每日3次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,39,297
4143,2248,4144,胶体果胶铋胶囊,￥15,功效：用于慢性胃炎。,用法用量： 口服，成人一次３粒，一日４次，餐前半小时与睡前服用。,http://img.99.com.cn/99/drug/0615002181.jpg,肠胃用药,22,173
4144,2249,4145,维U颠茄铝胶囊Ⅲ,￥7.8,功效：用于胃，十二指肠溃疡，慢性胃炎、胃酸过多、胃痉挛。,用法用量： 口服。一次1粒，一日3次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,45,44
4145,2260,4146,维U颠茄铝胶囊,￥0,功效：用于胃溃疡、十二指肠溃疡、各类慢性胃炎（浅表、萎缩性、糜烂性等）、胃酸过多、胃痉挛等。,用法用量： 口服。成人一次1粒，一日3次。,http://img.99.com.cn/99/drug/1810531390.jpg,肠胃用药,78,379
4146,2263,4147,复方氢氧化铝片,￥3,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸，也可用于慢性胃炎。,用法用量： 口服。成人一次2-4片，一日3次。饭前半小时或胃痛发作时嚼碎后服。,http://img.99.com.cn/99/drug/0714351783.jpg,肠胃用药,42,151
4147,2266,4148,西咪替丁片,￥13.8,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 1    治疗十二指肠溃疡或病理性高分泌状态，一次0.2～0.4g，一日4次，餐后及睡前服，或一次0.8g，睡前1次服；2    预防溃疡复发，一次0.4g，睡前服；3    肾功能不全患者用量减为一次0.2g，12小时1次；4    老年患者用量酌减；5    小儿：口服，一次按体重5～10mg/Kg，一日2～4次。,http://img.99.com.cn/99/drug/1413594871.jpg,肠胃用药,10,351
4148,2267,4149,复方胃膜素片,￥20.6,功效：用于慢性胃炎及缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量：,http://img.99.com.cn/99/drug/1113265578.jpg,肠胃用药,52,179
4149,2270,4150,铝镁混悬液,￥0,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸，也可用于慢性胃炎。,用法用量： 口服。一次15毫升，一日3次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,62,109
4150,2272,4151,维U颠茄铝胶囊Ⅰ,￥0,功效：用于胃，十二指肠溃疡、慢性胃炎、胃酸过多、胃痉挛。,用法用量： 口服。一次1粒，一日3次。,http://img.99.com.cn/99/drug/1811000431.jpg,肠胃用药,68,458
4151,2273,4152,维U颠茄铝镁片Ⅱ,￥5,功效：适用于胃及十二指肠溃疡。,用法用量： 口服每次1—2片，每日3次，饭后服。,http://img.99.com.cn/99/drug/1111123316.jpg,肠胃用药,88,84
4152,2278,4153,铝碳酸镁咀嚼片,￥0,功效：用于缓解胃酸过多引起的胃灼热（烧心）和慢性胃炎。,用法用量： 成人一次１－２片，一日３次。餐后１小时咀嚼后服用。,http://img.99.com.cn/99/drug/0515464484.jpg,肠胃用药,35,228
4153,2281,4154,法莫替丁片,￥3,功效：用于缓解胃酸过多所致的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服。成人一次1片，一日2次。24小时内不超过2片。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,28,103
4154,2289,4155,西咪替丁片,￥3.6,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 1    治疗十二指肠溃疡或病理性高分泌状态，一次0.2～0.4g，一日4次，餐后及睡前服，或一次0.8g，睡前1次服；2    预防溃疡复发，一次0.4g，睡前服；3    肾功能不全患者用量减为一次0.2g，12小时1次；4    老年患者用量酌减；5    小儿：口服，一次按体重5～10mg/Kg，一日2～4次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,48,47
4155,2292,4156,胶体果胶铋胶囊,￥22.5,功效：用于慢性胃炎。,用法用量： 口服，成人一次３粒，一日４次，餐前半小时与睡前服用。,http://img.99.com.cn/99/drug/0614292252.jpg,肠胃用药,91,433
4156,2309,4157,西咪替丁胶囊,￥4.6,功效：用于缓解胃酸过多所致的胃痛、胃灼热（烧心）、返酸。,用法用量： 口服，成人一次1粒，一日2次，24小时内不超过4次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,50,304
4157,2317,4158,维U颠茄铝胶囊,￥0,功效：用于胃溃疡、十二指肠溃疡、各类慢性胃炎（浅表、萎缩性、糜烂性等）、胃酸过多、胃痉挛等。,用法用量： 口服。成人一次1粒，一日3次。,http://img.99.com.cn/99/drug/1811003385.jpg,肠胃用药,94,9
4158,2319,4159,维U颠茄铝镁片Ⅱ,￥1.2,功效：适用于胃及十二指肠溃疡。,用法用量： 口服每次1—2片，每日3次，饭后服。,http://img.99.com.cn/99/drug/1111110798.jpg,肠胃用药,46,449
4159,2325,4160,六味木香胶囊,￥16.50,功效：开郁行气，止痛。用于胃痛，腹痛，嗳气呕吐,用法用量： 口服。一次6粒，一日1-2次,http://img.99.com.cn/99/drug/0913510221.jpg,肠胃用药,93,118
4160,2326,4161,维U颠茄铝胶囊Ⅲ,￥0,功效：用于胃，十二指肠溃疡，慢性胃炎、胃酸过多、胃痉挛。,用法用量： 口服。一次1粒，一日3次。,http://img.99.com.cn/99/drug/1810492841.jpg,肠胃用药,14,152
4161,2337,4162,维U颠茄铝镁片Ⅱ,￥4.5,功效：适用于胃及十二指肠溃疡。,用法用量： 口服每次1—2片，每日3次，饭后服。,http://img.99.com.cn/99/drug/1111121171.jpg,肠胃用药,80,420
4162,2340,4163,复方铝酸铋片,￥0,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸，也可用于慢性胃炎。,用法用量： 口服，成人一次1-2片，一日3次，饭后嚼碎服。,http://img.99.com.cn/99/drug/0713301016.jpg,肠胃用药,79,156
4163,2341,4164,复方尿囊素片,￥0,功效：用于缓解胃酸过多所致的胃痛、胃灼热（烧心）、慢性胃炎。,用法用量： 口服。成人，一次2～3片，一日3次。饭后2～3小时服用。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,22,378
4164,2346,4165,复方维生素U胶囊,￥0,功效：用于慢性胃炎及缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服，一次4粒，一日4次，饭后服。,http://img.99.com.cn/99/drug/0214074792.jpg,肠胃用药,50,280
4165,2362,4166,尼扎替丁片,￥20,功效：本品适应于治疗活动性十二指肠溃疡；适用于十二指肠溃疡愈合后的维持治疗；适用于治疗内镜诊断的食道炎（包括糜烂和溃疡性食道炎）和胃食管反流性疾病（GERD）以及因GERD出现胃灼热（烧心）症状；适用于治疗良性胃溃疡。,用法用量： 活动性十二指肠溃疡：成人一日一次，一次二粒（300mg），睡前口服；或者，一日二次，一次一粒（150mg），疗程可用至8周。十二指肠溃疡愈合后维持治疗：成人一日一次，一次一粒（150mg），睡前口服。连续治疗一年以上的结果尚不明确。胃食管反流性疾病（GERD）：成人一日二次，一次一粒（150mg），以治疗糜烂性食道炎、溃疡性食道炎和因GERD出现的烧心症状，疗程可用至12周。良性胃溃疡：一日一次，一次二粒（300mg），睡前口服；或者一日二次，一次一粒（150mg），疗程可用至8周。,http://img.99.com.cn/99/drug/2613503746.jpg,肠胃用药,12,126
4166,2383,4167,胶体果胶铋胶囊,￥7.5,功效：用于慢性胃炎。,用法用量： 口服，成人一次３粒，一日４次，餐前半小时与睡前服用。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,13,406
4167,2386,4168,胶体果胶铋胶囊,￥0,功效：用于慢性胃炎。,用法用量： 口服，成人一次３粒，一日４次，餐前半小时与睡前服用。,http://img.99.com.cn/99/drug/0615004721.jpg,肠胃用药,77,452
4168,2393,4169,胶体果胶铋胶囊,￥14.25,功效：用于慢性胃炎。,用法用量： 口服，成人一次３粒，一日４次，餐前半小时与睡前服用。,http://img.99.com.cn/99/drug/0614264491.jpg,肠胃用药,12,147
4169,2398,4170,法莫替丁片,￥2,功效：用于缓解胃酸过多所致的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服。成人一次1片，一日2次。24小时内不超过2片。,http://img.99.com.cn/99/drug/0709495112.jpg,肠胃用药,51,169
4170,2399,4171,维U颠茄铝胶囊Ⅲ,￥6.3,功效：用于胃，十二指肠溃疡，慢性胃炎、胃酸过多、胃痉挛。,用法用量： 口服。一次1粒，一日3次。,http://img.99.com.cn/99/drug/1810490933.jpg,肠胃用药,76,423
4171,2405,4172,甘羟铝片,￥13,功效：用于胃及十二指肠溃疡、慢性浅表性胃炎。,用法用量： 口服，一次0.5g，一日3次（一次2片，一日3次），饭后1小时服。,http://img.99.com.cn/99/drug/2115154949.jpg,肠胃用药,47,24
4172,2411,4173,鼠李铋镁片,￥12,功效：用于缓解胃酸过多引起的胃烧灼感、胃痛及慢性胃炎。,用法用量： 口服。成人一次2片，一日3次。饭后嚼碎服或将药片掰成小片吞服。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,42,287
4173,2423,4174,复方氢氧化铝片,￥0,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸，也可用于慢性胃炎。,用法用量： 口服。成人一次2-4片，一日3次。饭前半小时或胃痛发作时嚼碎后服。,http://img.99.com.cn/99/drug/0714344626.jpg,肠胃用药,90,489
4174,2425,4175,盖胃平片,￥3.4,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸，也可用于慢性胃炎。,用法用量： 口服。成人一次2-4片，一日3次，饭后、睡前或发病时嚼碎服用。,http://img.99.com.cn/99/drug/0415330924.jpg,肠胃用药,48,223
4175,2426,4176,碳酸氢钠片,￥2.45,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服。一次1～2片，每日3次。,http://img.99.com.cn/99/drug/2814242511.jpg,肠胃用药,61,29
4176,2439,4177,法莫替丁分散片,￥11.35,功效：用于消化性溃疡（胃、十二指肠溃疡），急性胃黏膜病变，返流性食管炎以及胃泌素瘤。,用法用量： 口服。一次20mg(1片)，一日2次，早、晚餐后或睡前服。4～6周为一疗程。溃疡愈合后的维持量减半。返流性食管炎用量及疗程应根据病情或遵医嘱。,http://img.99.com.cn/99/drug/2613490172.jpg,肠胃用药,3,78
4177,2448,4178,胶体果胶铋胶囊,￥0,功效：用于慢性胃炎。,用法用量： 口服，成人一次３粒，一日４次，餐前半小时与睡前服用。,http://img.99.com.cn/99/drug/0614282913.jpg,肠胃用药,59,414
4178,2449,4179,胶体果胶铋胶囊,￥0,功效：用于慢性胃炎。,用法用量： 口服，成人一次３粒，一日４次，餐前半小时与睡前服用。,http://img.99.com.cn/99/drug/0614392613.jpg,肠胃用药,64,91
4179,2451,4180,维U颠茄铝胶囊,￥12.5,功效：用于胃溃疡、十二指肠溃疡、各类慢性胃炎（浅表、萎缩性、糜烂性等）、胃酸过多、胃痉挛等。,用法用量： 口服。成人一次1粒，一日3次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,69,469
4180,2465,4181,尼扎替丁分散片,￥0,功效：本品用于治疗活动性十二指肠溃疡和良性胃溃疡；用于十二指肠溃疡愈合后的维持治疗；用于治疗经内镜诊断的胃食管反流病（克ERD）及其引起的胃灼热（烧心）症状。,用法用量： 活动性十二指肠溃疡和良性胃溃疡:成人一日1次，一次300毫克（2片），睡前口服；或者一日二次，一次150毫克（1片），疗程可用至8周。十二指肠溃疡愈合后的维持治疗:成人一日1次，一次150毫克（1片），睡前口服。连续治疗一年以上的结果尚不明确。胃食管反流病及胃灼热症状:成人一日2次，一次150毫克（1片），疗程可以用至12周。中至重度肾功能不全患者按以下方案减量服用:1.活动性十二指肠溃疡、良性胃溃疡及胃食管反流性疾病2.十二指肠溃疡愈合后的维持治疗部分老年患者肌酐清除率可能低于50毫升/min，根据肾功能损害者的药代动力学资料，这部分老年患者的药物用量应相应减少；肾功能不全者的药物用量减少后对临床疗效的影响尚未评估。,http://img.99.com.cn/99/drug/2613442145.jpg,肠胃用药,82,445
4181,2470,4182,铝碳酸镁咀嚼片,￥20,功效：用于缓解胃酸过多引起的胃灼热（烧心）和慢性胃炎。,用法用量： 成人一次１－２片，一日３次。餐后１小时咀嚼后服用。,http://img.99.com.cn/99/drug/0515424798.jpg,肠胃用药,66,234
4182,2471,4183,维U颠茄铝胶囊Ⅰ,￥6.25,功效：用于胃，十二指肠溃疡、慢性胃炎、胃酸过多、胃痉挛。,用法用量： 口服。一次1粒，一日3次。,http://img.99.com.cn/99/drug/1810411956.jpg,肠胃用药,17,483
4183,2472,4184,碳酸氢钠片,￥3.5,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 口服。一次1～2片，每日3次。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,72,455
4184,2479,4185,复方碳酸钙咀嚼片,￥0,功效：用于因胃酸分泌过多引起的胃痛、胃灼热感（烧心）、反酸。,用法用量： 含服或嚼碎服，一次1～2片，一日2～3次，也可在症状发作时服用。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,19,446
4185,2484,4186,胶体果胶铋胶囊,￥0,功效：用于慢性胃炎。,用法用量： 口服，成人一次３粒，一日４次，餐前半小时与睡前服用。,http://img.99.com.cn/99/drug/0615012247.jpg,肠胃用药,85,109
4186,2486,4187,复方氢氧化铝片,￥2.53,功效：用于缓解胃酸过多引起的胃痛、胃灼热感（烧心）、反酸，也可用于慢性胃炎。,用法用量： 口服。成人一次2-4片，一日3次。饭前半小时或胃痛发作时嚼碎后服。,http://img.99.com.cn/99/drug/noimg.png,肠胃用药,81,153
